DESC,LINK
 APIReference API_DescribeManagedPrefixLists,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeManagedPrefixLists.html
 APIReference API_DescribePrefixLists,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribePrefixLists.html
 APIReference API_GetManagedPrefixListAssociations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetManagedPrefixListAssociations.html
 APIReference API_GetManagedPrefixListEntries,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetManagedPrefixListEntries.html
 APIReference API_ModifyManagedPrefixList,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyManagedPrefixList.html
 APIReference API_RestoreManagedPrefixListVersion,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RestoreManagedPrefixListVersion.html
 APIReference API_AssignPrivateNatGatewayAddress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssignPrivateNatGatewayAddress.html
 APIReference API_AssociateNatGatewayAddress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateNatGatewayAddress.html
 APIReference API_CreateNatGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateNatGateway.html
 APIReference API_DeleteNatGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteNatGateway.html
 APIReference API_DescribeNatGateways,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeNatGateways.html
 APIReference API_DisassociateNatGatewayAddress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateNatGatewayAddress.html
 APIReference API_UnassignPrivateNatGatewayAddress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_UnassignPrivateNatGatewayAddress.html
 APIReference API_CreateNetworkAcl,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateNetworkAcl.html
 APIReference API_CreateNetworkAclEntry,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateNetworkAclEntry.html
 APIReference API_DeleteNetworkAcl,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteNetworkAcl.html
 APIReference API_DeleteNetworkAclEntry,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteNetworkAclEntry.html
 APIReference API_DescribeNetworkAcls,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeNetworkAcls.html
 APIReference API_ReplaceNetworkAclAssociation,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ReplaceNetworkAclAssociation.html
 APIReference API_ReplaceNetworkAclEntry,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ReplaceNetworkAclEntry.html
 APIReference API_AssociateRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateRouteTable.html
 APIReference API_CreateRoute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateRoute.html
 APIReference API_CreateRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateRouteTable.html
 APIReference API_DeleteRoute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteRoute.html
 APIReference API_DeleteRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteRouteTable.html
 APIReference API_DescribeRouteTables,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeRouteTables.html
 APIReference API_DisassociateRouteTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateRouteTable.html
 APIReference API_ReplaceRoute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ReplaceRoute.html
 APIReference API_ReplaceRouteTableAssociation,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ReplaceRouteTableAssociation.html
 APIReference API_AuthorizeSecurityGroupEgress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AuthorizeSecurityGroupEgress.html
 APIReference API_AuthorizeSecurityGroupIngress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AuthorizeSecurityGroupIngress.html
 APIReference API_CreateSecurityGroup,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateSecurityGroup.html
 APIReference API_DeleteSecurityGroup,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteSecurityGroup.html
 APIReference API_DescribeSecurityGroupReferences,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeSecurityGroupReferences.html
 APIReference API_DescribeSecurityGroups,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeSecurityGroups.html
 APIReference API_DescribeStaleSecurityGroups,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeStaleSecurityGroups.html
 APIReference API_ModifySecurityGroupRules,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifySecurityGroupRules.html
 APIReference API_RevokeSecurityGroupEgress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RevokeSecurityGroupEgress.html
 APIReference API_RevokeSecurityGroupIngress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RevokeSecurityGroupIngress.html
 APIReference API_UpdateSecurityGroupRuleDescriptionsEgress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_UpdateSecurityGroupRuleDescriptionsEgress.html
 APIReference API_UpdateSecurityGroupRuleDescriptionsIngress,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_UpdateSecurityGroupRuleDescriptionsIngress.html
 APIReference API_AssociateSubnetCidrBlock,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateSubnetCidrBlock.html
 APIReference API_CreateDefaultSubnet,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateDefaultSubnet.html
 APIReference API_CreateSubnet,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateSubnet.html
 APIReference API_CreateSubnetCidrReservation,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateSubnetCidrReservation.html
 APIReference API_DeleteSubnet,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteSubnet.html
 APIReference API_DeleteSubnetCidrReservation,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteSubnetCidrReservation.html
 APIReference API_DescribeSubnets,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeSubnets.html
 APIReference API_DisassociateSubnetCidrBlock,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateSubnetCidrBlock.html
 APIReference API_GetSubnetCidrReservations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetSubnetCidrReservations.html
 APIReference API_ModifySubnetAttribute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifySubnetAttribute.html
 APIReference API_CreateTrafficMirrorFilter,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTrafficMirrorFilter.html
 APIReference API_CreateTrafficMirrorFilterRule,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTrafficMirrorFilterRule.html
 APIReference API_CreateTrafficMirrorSession,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTrafficMirrorSession.html
 APIReference API_CreateTrafficMirrorTarget,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTrafficMirrorTarget.html
 APIReference API_DeleteTrafficMirrorFilter,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTrafficMirrorFilter.html
 APIReference API_DeleteTrafficMirrorFilterRule,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTrafficMirrorFilterRule.html
 APIReference API_DeleteTrafficMirrorSession,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTrafficMirrorSession.html
 APIReference API_DeleteTrafficMirrorTarget,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTrafficMirrorTarget.html
 APIReference API_DescribeTrafficMirrorFilters,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTrafficMirrorFilters.html
 APIReference API_DescribeTrafficMirrorSessions,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTrafficMirrorSessions.html
 APIReference API_DescribeTrafficMirrorTargets,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTrafficMirrorTargets.html
 APIReference API_ModifyTrafficMirrorFilterNetworkServices,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyTrafficMirrorFilterNetworkServices.html
 APIReference API_ModifyTrafficMirrorFilterRule,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyTrafficMirrorFilterRule.html
 APIReference API_ModifyTrafficMirrorSession,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyTrafficMirrorSession.html
 APIReference API_AssociateVpcCidrBlock,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateVpcCidrBlock.html
 APIReference API_CreateDefaultVpc,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateDefaultVpc.html
 APIReference API_CreateVpc,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateVpc.html
 APIReference API_DeleteVpc,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteVpc.html
 APIReference API_DescribeVpcAttribute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcAttribute.html
 APIReference API_DescribeVpcs,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcs.html
 APIReference API_DisassociateVpcCidrBlock,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateVpcCidrBlock.html
 APIReference API_ModifyVpcAttribute,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcAttribute.html
 APIReference API_ModifyVpcTenancy,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcTenancy.html
 APIReference API_CreateFlowLogs,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateFlowLogs.html
 APIReference API_DeleteFlowLogs,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteFlowLogs.html
 APIReference API_DescribeFlowLogs,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeFlowLogs.html
 APIReference API_GetFlowLogsIntegrationTemplate,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetFlowLogsIntegrationTemplate.html
 APIReference API_AcceptVpcPeeringConnection,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AcceptVpcPeeringConnection.html
 APIReference API_CreateVpcPeeringConnection,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateVpcPeeringConnection.html
 APIReference API_DeleteVpcPeeringConnection,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteVpcPeeringConnection.html
 APIReference API_DescribeVpcPeeringConnections,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcPeeringConnections.html
 APIReference API_ModifyVpcPeeringConnectionOptions,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcPeeringConnectionOptions.html
 APIReference API_RejectVpcPeeringConnection,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RejectVpcPeeringConnection.html
vpc privatelink what-is-privatelink,https://docs.aws.amazon.com/vpc/latest/privatelink/what-is-privatelink.html
vpc privatelink concepts,https://docs.aws.amazon.com/vpc/latest/privatelink/concepts.html
vpc privatelink getting-started,https://docs.aws.amazon.com/vpc/latest/privatelink/getting-started.html
vpc privatelink privatelink-access-aws-services,https://docs.aws.amazon.com/vpc/latest/privatelink/privatelink-access-aws-services.html
vpc privatelink aws-services-privatelink-support,https://docs.aws.amazon.com/vpc/latest/privatelink/aws-services-privatelink-support.html
vpc privatelink create-interface-endpoint,https://docs.aws.amazon.com/vpc/latest/privatelink/create-interface-endpoint.html
vpc privatelink interface-endpoints,https://docs.aws.amazon.com/vpc/latest/privatelink/interface-endpoints.html
vpc privatelink manage-notifications-endpoint,https://docs.aws.amazon.com/vpc/latest/privatelink/manage-notifications-endpoint.html
vpc privatelink delete-interface-endpoint,https://docs.aws.amazon.com/vpc/latest/privatelink/delete-interface-endpoint.html
vpc privatelink gateway-endpoints,https://docs.aws.amazon.com/vpc/latest/privatelink/gateway-endpoints.html
vpc privatelink vpc-endpoints-s3,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-s3.html
vpc privatelink vpc-endpoints-ddb,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-ddb.html
vpc privatelink privatelink-access-saas,https://docs.aws.amazon.com/vpc/latest/privatelink/privatelink-access-saas.html
vpc privatelink vpce-gateway-load-balancer,https://docs.aws.amazon.com/vpc/latest/privatelink/vpce-gateway-load-balancer.html
vpc privatelink create-gateway-load-balancer-endpoint-service,https://docs.aws.amazon.com/vpc/latest/privatelink/create-gateway-load-balancer-endpoint-service.html
vpc privatelink gateway-load-balancer-endpoints,https://docs.aws.amazon.com/vpc/latest/privatelink/gateway-load-balancer-endpoints.html
vpc privatelink privatelink-share-your-services,https://docs.aws.amazon.com/vpc/latest/privatelink/privatelink-share-your-services.html
vpc privatelink create-endpoint-service,https://docs.aws.amazon.com/vpc/latest/privatelink/create-endpoint-service.html
vpc privatelink configure-endpoint-service,https://docs.aws.amazon.com/vpc/latest/privatelink/configure-endpoint-service.html
vpc privatelink manage-dns-names,https://docs.aws.amazon.com/vpc/latest/privatelink/manage-dns-names.html
vpc privatelink create-notification-endpoint-service,https://docs.aws.amazon.com/vpc/latest/privatelink/create-notification-endpoint-service.html
vpc privatelink delete-endpoint-service,https://docs.aws.amazon.com/vpc/latest/privatelink/delete-endpoint-service.html
vpc privatelink vpc-endpoints-iam,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-iam.html
vpc privatelink security_iam_service-with-iam,https://docs.aws.amazon.com/vpc/latest/privatelink/security_iam_service-with-iam.html
vpc privatelink security_iam_id-based-policy-examples,https://docs.aws.amazon.com/vpc/latest/privatelink/security_iam_id-based-policy-examples.html
vpc privatelink vpc-endpoints-access,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-endpoints-access.html
vpc privatelink privatelink-cloudwatch-metrics,https://docs.aws.amazon.com/vpc/latest/privatelink/privatelink-cloudwatch-metrics.html
vpc privatelink vpc-limits-endpoints,https://docs.aws.amazon.com/vpc/latest/privatelink/vpc-limits-endpoints.html
vpc privatelink doc-history,https://docs.aws.amazon.com/vpc/latest/privatelink/doc-history.html
 APIReference API_AcceptVpcEndpointConnections,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AcceptVpcEndpointConnections.html
 APIReference API_CreateVpcEndpointServiceConfiguration,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateVpcEndpointServiceConfiguration.html
 APIReference API_DeleteVpcEndpointServiceConfigurations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteVpcEndpointServiceConfigurations.html
 APIReference API_DescribeVpcEndpointServiceConfigurations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcEndpointServiceConfigurations.html
 APIReference API_DescribeVpcEndpointServicePermissions,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcEndpointServicePermissions.html
 APIReference API_DescribeVpcEndpointServices,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcEndpointServices.html
 APIReference API_ModifyVpcEndpointServiceConfiguration,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcEndpointServiceConfiguration.html
 APIReference API_ModifyVpcEndpointServicePayerResponsibility,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcEndpointServicePayerResponsibility.html
 APIReference API_ModifyVpcEndpointServicePermissions,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcEndpointServicePermissions.html
 APIReference API_RejectVpcEndpointConnections,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RejectVpcEndpointConnections.html
 APIReference API_StartVpcEndpointServicePrivateDnsVerification,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_StartVpcEndpointServicePrivateDnsVerification.html
 APIReference API_CreateVpcEndpoint,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateVpcEndpoint.html
 APIReference API_CreateVpcEndpointConnectionNotification,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateVpcEndpointConnectionNotification.html
 APIReference API_DeleteVpcEndpointConnectionNotifications,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteVpcEndpointConnectionNotifications.html
 APIReference API_DeleteVpcEndpoints,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteVpcEndpoints.html
 APIReference API_DescribeVpcEndpointConnectionNotifications,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcEndpointConnectionNotifications.html
 APIReference API_DescribeVpcEndpointConnections,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcEndpointConnections.html
 APIReference API_DescribeVpcEndpoints,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeVpcEndpoints.html
 APIReference API_ModifyVpcEndpoint,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcEndpoint.html
 APIReference API_ModifyVpcEndpointConnectionNotification,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyVpcEndpointConnectionNotification.html
vpc tgw what-is-transit-gateway,https://docs.aws.amazon.com/vpc/latest/tgw/what-is-transit-gateway.html
vpc tgw how-transit-gateways-work,https://docs.aws.amazon.com/vpc/latest/tgw/how-transit-gateways-work.html
vpc tgw tgw-getting-started,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-getting-started.html
vpc tgw tgw-best-design-practices,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-best-design-practices.html
vpc tgw TGW_Scenarios,https://docs.aws.amazon.com/vpc/latest/tgw/TGW_Scenarios.html
vpc tgw transit-gateway-centralized-router,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-centralized-router.html
vpc tgw transit-gateway-isolated,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-isolated.html
vpc tgw transit-gateway-isolated-shared,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-isolated-shared.html
vpc tgw transit-gateway-peering-scenario,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-peering-scenario.html
vpc tgw transit-gateway-nat-igw,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-nat-igw.html
vpc tgw transit-gateway-appliance-scenario,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-appliance-scenario.html
vpc tgw working-with-transit-gateways,https://docs.aws.amazon.com/vpc/latest/tgw/working-with-transit-gateways.html
vpc tgw tgw-transit-gateways,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-transit-gateways.html
vpc tgw tgw-vpc-attachments,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-vpc-attachments.html
vpc tgw tgw-vpn-attachments,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-vpn-attachments.html
vpc tgw tgw-dcg-attachments,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-dcg-attachments.html
vpc tgw tgw-peering,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-peering.html
vpc tgw tgw-connect,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-connect.html
vpc tgw tgw-route-tables,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-route-tables.html
vpc tgw tgw-prefix-lists,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-prefix-lists.html
vpc tgw tgw-policy-tables,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-policy-tables.html
vpc tgw tgw-multicast-overview,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-multicast-overview.html
vpc tgw how-multicast-works,https://docs.aws.amazon.com/vpc/latest/tgw/how-multicast-works.html
vpc tgw working-with-multicast,https://docs.aws.amazon.com/vpc/latest/tgw/working-with-multicast.html
vpc tgw manage-domain,https://docs.aws.amazon.com/vpc/latest/tgw/manage-domain.html
vpc tgw manage-multicast-group,https://docs.aws.amazon.com/vpc/latest/tgw/manage-multicast-group.html
vpc tgw multicast-sharing,https://docs.aws.amazon.com/vpc/latest/tgw/multicast-sharing.html
vpc tgw transit-gateway-share,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-share.html
vpc tgw tgw-flow-logs,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-flow-logs.html
vpc tgw flow-logs-cwl,https://docs.aws.amazon.com/vpc/latest/tgw/flow-logs-cwl.html
vpc tgw flow-logs-s3,https://docs.aws.amazon.com/vpc/latest/tgw/flow-logs-s3.html
vpc tgw flow-logs-kinesis,https://docs.aws.amazon.com/vpc/latest/tgw/flow-logs-kinesis.html
vpc tgw working-with-flow-logs,https://docs.aws.amazon.com/vpc/latest/tgw/working-with-flow-logs.html
vpc tgw transit-gateway-monitoring,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-monitoring.html
vpc tgw transit-gateway-cloudwatch-metrics,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-cloudwatch-metrics.html
vpc tgw transit-gateway-cloudtrail-logs,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-cloudtrail-logs.html
vpc tgw transit-gateway-authentication-access-control,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-authentication-access-control.html
vpc tgw service-linked-roles,https://docs.aws.amazon.com/vpc/latest/tgw/service-linked-roles.html
vpc tgw security-iam-awsmanpol,https://docs.aws.amazon.com/vpc/latest/tgw/security-iam-awsmanpol.html
vpc tgw tgw-nacls,https://docs.aws.amazon.com/vpc/latest/tgw/tgw-nacls.html
vpc tgw transit-gateway-quotas,https://docs.aws.amazon.com/vpc/latest/tgw/transit-gateway-quotas.html
vpc tgw doc-history,https://docs.aws.amazon.com/vpc/latest/tgw/doc-history.html
 APIReference API_AcceptTransitGatewayVpcAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AcceptTransitGatewayVpcAttachment.html
 APIReference API_CreateTransitGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGateway.html
 APIReference API_CreateTransitGatewayVpcAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayVpcAttachment.html
 APIReference API_DeleteTransitGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGateway.html
 APIReference API_DeleteTransitGatewayVpcAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayVpcAttachment.html
 APIReference API_DescribeTransitGatewayAttachments,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayAttachments.html
 APIReference API_DescribeTransitGateways,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGateways.html
 APIReference API_DescribeTransitGatewayVpcAttachments,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayVpcAttachments.html
 APIReference API_ModifyTransitGateway,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyTransitGateway.html
 APIReference API_ModifyTransitGatewayVpcAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_ModifyTransitGatewayVpcAttachment.html
 APIReference API_RejectTransitGatewayVpcAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RejectTransitGatewayVpcAttachment.html
 APIReference API_CreateTransitGatewayConnect,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayConnect.html
 APIReference API_CreateTransitGatewayConnectPeer,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayConnectPeer.html
 APIReference API_DeleteTransitGatewayConnect,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayConnect.html
 APIReference API_DeleteTransitGatewayConnectPeer,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayConnectPeer.html
 APIReference API_DescribeTransitGatewayConnects,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayConnects.html
 APIReference API_DescribeTransitGatewayConnectPeers,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayConnectPeers.html
 APIReference API_AcceptTransitGatewayMulticastDomainAssociations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AcceptTransitGatewayMulticastDomainAssociations.html
 APIReference API_AssociateTransitGatewayMulticastDomain,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateTransitGatewayMulticastDomain.html
 APIReference API_CreateTransitGatewayMulticastDomain,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayMulticastDomain.html
 APIReference API_DeleteTransitGatewayMulticastDomain,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayMulticastDomain.html
 APIReference API_DeregisterTransitGatewayMulticastGroupMembers,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeregisterTransitGatewayMulticastGroupMembers.html
 APIReference API_DeregisterTransitGatewayMulticastGroupSources,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeregisterTransitGatewayMulticastGroupSources.html
 APIReference API_DescribeTransitGatewayMulticastDomains,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayMulticastDomains.html
 APIReference API_DisassociateTransitGatewayMulticastDomain,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DisassociateTransitGatewayMulticastDomain.html
 APIReference API_GetTransitGatewayMulticastDomainAssociations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_GetTransitGatewayMulticastDomainAssociations.html
 APIReference API_RegisterTransitGatewayMulticastGroupMembers,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RegisterTransitGatewayMulticastGroupMembers.html
 APIReference API_RegisterTransitGatewayMulticastGroupSources,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RegisterTransitGatewayMulticastGroupSources.html
 APIReference API_RejectTransitGatewayMulticastDomainAssociations,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RejectTransitGatewayMulticastDomainAssociations.html
 APIReference API_SearchTransitGatewayMulticastGroups,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_SearchTransitGatewayMulticastGroups.html
 APIReference API_AcceptTransitGatewayPeeringAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AcceptTransitGatewayPeeringAttachment.html
 APIReference API_CreateTransitGatewayPeeringAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayPeeringAttachment.html
 APIReference API_DeleteTransitGatewayPeeringAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayPeeringAttachment.html
 APIReference API_DescribeTransitGatewayPeeringAttachments,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DescribeTransitGatewayPeeringAttachments.html
 APIReference API_RejectTransitGatewayPeeringAttachment,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_RejectTransitGatewayPeeringAttachment.html
 APIReference API_AssociateTransitGatewayPolicyTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_AssociateTransitGatewayPolicyTable.html
 APIReference API_CreateTransitGatewayPolicyTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_CreateTransitGatewayPolicyTable.html
 APIReference API_DeleteTransitGatewayPolicyTable,https://docs.aws.amazon.com/AWSEC2/latest/APIReference/API_DeleteTransitGatewayPolicyTable.html
